,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
3131500,6,9,1,1518,1313,1717,1509,19.0,7110.0,612.0,59,56,32,1,125,210.0,154.0,179,4,23,0,0,3,0,125
1153003,2,17,7,731,720,1033,1029,5.0,584.0,4059.0,122,129,105,0,11,136.0,177.0,853,4,13,0,0,0,0,0
439115,1,24,4,2110,2055,2208,2140,12.0,851.0,1292.0,118,105,91,1,15,87.0,199.0,528,11,16,5,0,13,0,10
6989533,12,7,7,554,540,811,815,5.0,1672.0,1496.0,197,215,183,0,14,219.0,136.0,1324,5,9,0,0,0,0,0
4626023,8,26,2,1736,1645,1831,1750,11.0,3337.0,4736.0,55,65,38,1,51,113.0,81.0,140,13,4,0,0,0,0,41
4948967,9,2,2,1743,1735,1935,1927,18.0,2280.0,595.0,112,112,85,0,8,185.0,61.0,544,6,21,0,0,0,0,0
503023,1,11,5,1804,1725,2126,2055,1.0,1247.0,1978.0,262,270,243,1,39,37.0,81.0,1562,3,16,0,0,0,0,31
3958692,7,14,1,1147,1102,1327,1245,7.0,4907.0,4586.0,100,103,74,1,45,18.0,51.0,528,4,22,14,0,28,0,0
1210445,3,13,4,1920,1850,2038,2005,17.0,217.0,4235.0,78,75,62,1,30,209.0,204.0,361,8,8,0,0,3,0,30
2690725,5,2,5,2140,2030,2255,2150,17.0,86.0,972.0,75,80,65,1,70,271.0,204.0,371,5,5,26,0,0,0,39
3512137,6,17,2,1947,1915,2131,2105,1.0,1768.0,2711.0,164,170,151,1,32,210.0,2.0,1118,4,9,0,0,7,0,19
4264698,8,12,2,1628,1620,1755,1750,17.0,2394.0,1736.0,87,90,65,0,8,155.0,268.0,397,4,18,0,0,0,0,0
2815997,5,22,4,1342,1335,1649,1630,12.0,290.0,4147.0,127,115,86,1,7,181.0,87.0,610,11,30,7,0,12,0,0
4461218,8,4,1,1436,1357,1559,1523,15.0,225.0,5031.0,143,146,124,1,39,80.0,157.0,862,6,13,0,0,0,0,36
3203063,6,24,2,1612,1602,1841,1842,14.0,3836.0,4325.0,89,100,74,0,10,220.0,266.0,507,6,9,0,0,0,0,0
4663983,8,4,1,1452,1429,1624,1556,12.0,133.0,4167.0,92,87,56,1,23,210.0,199.0,334,11,25,0,4,5,0,19
1669541,3,24,1,1223,1140,1439,1355,1.0,543.0,2939.0,256,255,235,1,43,81.0,257.0,1660,4,17,43,0,1,0,0
1990468,4,9,3,1630,1624,1740,1736,14.0,6499.0,5266.0,70,72,56,0,6,157.0,263.0,308,5,9,0,0,0,0,0
2086015,4,2,3,2015,1945,2245,2235,17.0,2804.0,4049.0,90,110,74,0,30,155.0,80.0,629,5,11,0,0,0,0,0
3280070,6,20,5,942,935,1252,1236,16.0,1540.0,743.0,370,361,335,1,7,219.0,257.0,2378,11,24,7,0,9,0,0
818269,2,22,5,1706,1649,1906,1904,15.0,269.0,2740.0,240,255,215,0,17,219.0,80.0,1557,12,13,0,0,0,0,0
3439184,6,24,2,932,815,1250,1146,12.0,934.0,1159.0,138,151,125,1,77,102.0,199.0,1026,3,10,64,0,0,0,0
3124289,6,17,2,2132,2040,2232,2145,18.0,2750.0,561.0,120,125,102,1,52,61.0,175.0,694,5,13,47,0,0,0,0
3418990,6,10,2,1007,955,1124,1115,11.0,4865.0,3887.0,77,80,60,0,12,224.0,162.0,335,5,12,0,0,0,0,0
2977384,5,3,6,2054,2030,2249,2300,6.0,55.0,533.0,115,150,93,0,24,18.0,150.0,760,11,11,0,0,0,0,0
6978853,12,21,7,126,2355,645,530,5.0,227.0,632.0,199,215,180,1,91,80.0,96.0,1605,8,11,75,0,0,0,0
1959274,4,5,6,1441,1420,1517,1455,14.0,2734.0,2157.0,36,35,21,1,21,19.0,187.0,96,5,10,0,0,1,0,21
1245538,3,24,1,1730,1720,2003,1945,17.0,2793.0,1230.0,153,145,142,1,10,130.0,179.0,937,5,6,10,0,8,0,0
4335480,8,14,4,1437,1345,1715,1523,18.0,2758.0,2226.0,158,98,105,1,52,28.0,96.0,393,10,43,0,0,112,0,0
3774307,7,31,4,1455,1440,1650,1603,13.0,5530.0,2835.0,115,83,80,1,15,211.0,150.0,289,20,15,15,0,32,0,0
4277874,8,16,6,924,910,1044,1050,17.0,2413.0,2633.0,140,160,125,0,14,80.0,263.0,948,2,13,0,0,0,0,0
4377652,8,20,3,2019,1959,2304,2232,19.0,2939.0,4110.0,165,153,138,1,20,220.0,93.0,952,7,20,0,32,0,0,0
1906851,4,29,2,1939,1930,2307,2255,18.0,1244.0,952.0,148,145,93,1,9,179.0,96.0,711,10,45,0,0,0,0,0
1499150,3,30,7,1748,1730,1916,1842,6.0,941.0,305.0,268,252,240,1,18,18.0,220.0,1587,12,16,0,0,16,0,18
2515743,5,16,5,1725,1405,1949,1545,18.0,2399.0,477.0,144,100,76,1,200,120.0,96.0,446,8,60,0,0,244,0,0
2738468,5,27,2,2004,1944,2117,2055,8.0,683.0,5089.0,133,131,121,1,20,250.0,80.0,794,6,6,0,0,16,0,6
5933982,10,9,4,1706,1555,1925,1800,6.0,365.0,1743.0,79,65,48,1,71,35.0,18.0,214,8,23,0,0,14,0,71
3952546,7,26,6,1826,1815,2032,1938,7.0,4714.0,4553.0,126,83,63,1,11,101.0,18.0,331,5,58,0,0,43,0,11
2516180,5,12,1,741,730,852,857,18.0,1241.0,609.0,131,147,103,0,11,96.0,179.0,711,5,23,0,0,0,0,0
4229348,7,17,4,2101,1940,2349,2208,6.0,922.0,3197.0,168,148,107,1,81,18.0,162.0,761,17,44,0,0,95,0,6
5214394,9,4,4,2203,2015,2353,2210,11.0,4349.0,4759.0,50,55,34,1,108,210.0,283.0,214,3,13,0,0,13,0,90
3363885,6,22,7,1757,1749,1858,1858,9.0,466.0,5321.0,121,129,103,0,8,18.0,175.0,692,3,15,0,0,0,0,0
409586,1,21,1,1524,1420,1758,1655,11.0,4267.0,4533.0,154,155,137,1,64,241.0,186.0,826,4,13,0,0,0,0,63
1183270,3,5,3,2106,2040,2223,2155,17.0,3334.0,3765.0,77,75,66,1,26,179.0,35.0,395,4,7,0,0,2,0,26
3349827,6,4,3,2236,2010,2340,2134,9.0,104.0,1090.0,124,144,100,1,146,18.0,81.0,732,6,18,0,0,0,0,126
3427373,6,15,7,2059,1923,2244,2111,12.0,376.0,4133.0,105,108,80,1,96,87.0,37.0,632,10,15,18,0,0,0,75
2910208,5,3,6,1715,1555,2025,1840,1.0,1912.0,2257.0,190,165,133,1,80,150.0,177.0,944,9,48,70,0,25,0,10
3952396,7,22,2,1724,1640,2017,1858,7.0,4707.0,4565.0,173,138,153,1,44,22.0,18.0,714,7,13,0,0,79,0,0
2328806,4,6,7,1109,1055,1422,1358,4.0,462.0,3412.0,193,183,170,1,14,248.0,37.0,1249,7,16,0,0,10,0,14
3965069,7,17,4,2103,2035,5,2339,8.0,212.0,4972.0,122,124,103,1,28,80.0,20.0,775,6,13,0,0,0,0,26
6934662,12,17,3,1534,1410,1735,1605,1.0,1875.0,3048.0,181,175,143,1,84,266.0,186.0,1045,6,32,0,0,6,0,84
4722219,8,20,3,2353,2140,56,2250,1.0,495.0,2319.0,63,70,46,1,133,81.0,137.0,328,8,9,0,0,0,0,126
1311361,3,5,3,1314,1200,1428,1330,19.0,7103.0,2447.0,134,150,121,1,74,251.0,210.0,773,4,9,0,0,0,0,58
2362303,4,11,5,806,650,1214,1111,5.0,1710.0,898.0,128,141,115,1,76,289.0,136.0,936,5,8,63,0,0,0,0
5567642,10,7,2,2202,2020,2214,2029,14.0,6048.0,3986.0,72,69,47,1,102,140.0,210.0,177,8,17,0,0,105,0,0
4227331,7,15,2,1903,1854,2055,2034,6.0,1707.0,5285.0,112,100,68,1,9,18.0,211.0,516,5,39,9,0,12,0,0
4455004,8,15,5,1958,1911,2120,2031,15.0,35.0,1744.0,142,140,128,1,47,250.0,80.0,794,6,8,0,0,2,0,47
3234806,6,9,1,1838,1805,2200,2056,15.0,622.0,4483.0,142,111,83,1,33,210.0,79.0,612,4,55,33,0,31,0,0
3872295,7,1,2,1847,1823,2050,2046,16.0,685.0,4345.0,303,323,270,0,24,96.0,220.0,2133,4,29,0,0,0,0,0
3096979,6,26,4,1932,1915,2203,2157,18.0,7461.0,464.0,151,162,130,0,17,258.0,157.0,954,8,13,0,0,0,0,0
767680,2,2,6,1150,1136,1219,1212,14.0,6432.0,5223.0,89,96,77,0,14,289.0,157.0,451,4,8,0,0,0,0,0
4750934,8,14,4,1446,1355,1615,1505,1.0,1694.0,2269.0,149,130,108,1,51,18.0,81.0,732,15,26,40,0,19,0,11
5406367,10,9,4,2116,2055,2228,2210,17.0,204.0,3847.0,72,75,55,1,21,233.0,48.0,328,2,15,1,0,0,0,17
6874997,12,16,2,1910,1830,2301,2055,0.0,2177.0,123.0,231,145,95,1,40,140.0,37.0,817,14,122,0,0,86,0,40
6894290,12,23,2,617,600,716,655,0.0,5819.0,151.0,59,55,34,1,17,294.0,18.0,152,7,18,17,0,4,0,0
4725873,8,30,6,1908,1850,2105,2100,1.0,661.0,2892.0,237,250,218,0,18,186.0,80.0,1709,8,11,0,0,0,0,0
1078661,2,12,2,858,830,1346,1320,1.0,1288.0,2309.0,168,170,152,1,28,209.0,81.0,1189,9,7,26,0,0,0,0
6539656,12,26,5,1313,1305,1420,1420,17.0,1780.0,1197.0,67,75,49,0,8,224.0,219.0,267,6,12,0,0,0,0,0
3499648,6,8,7,1926,1755,2256,2135,1.0,1290.0,1771.0,150,160,124,1,91,136.0,186.0,964,4,22,9,0,0,0,72
2864669,5,8,4,851,826,1225,1205,0.0,5926.0,50.0,154,159,119,1,25,181.0,219.0,874,11,24,20,0,0,0,0
2296585,4,28,1,1749,1715,1914,1840,1.0,1613.0,2304.0,85,85,60,1,34,210.0,175.0,403,4,21,0,0,0,0,34
2145169,4,11,5,1259,1250,1634,1621,9.0,914.0,1374.0,215,211,198,1,9,37.0,247.0,1249,4,13,0,0,0,0,0
3409145,6,25,3,1254,1230,1500,1425,11.0,4345.0,4753.0,66,55,37,1,24,210.0,106.0,223,5,24,5,0,11,0,19
2010450,4,28,1,1432,1425,1826,1746,15.0,212.0,2725.0,174,141,111,1,7,80.0,210.0,888,11,52,7,0,33,0,0
4448115,8,27,3,1328,1248,1448,1402,14.0,6312.0,5311.0,80,74,53,1,40,259.0,251.0,262,5,22,40,0,6,0,0
937912,2,26,2,835,820,941,916,8.0,762.0,5027.0,126,116,97,1,15,80.0,155.0,629,7,22,0,0,10,0,15
4284568,8,18,1,1452,1355,1751,1640,17.0,450.0,955.0,179,165,162,1,57,143.0,215.0,1052,5,12,0,0,14,0,57
3474222,6,21,6,910,855,1126,1115,1.0,37.0,2945.0,316,320,293,1,15,259.0,129.0,2398,2,21,0,0,0,0,0
568486,1,5,6,1939,1920,2050,2035,5.0,413.0,3140.0,71,75,42,1,19,136.0,81.0,224,6,23,15,0,0,0,0
6714980,12,18,4,1904,1840,2117,2056,16.0,185.0,505.0,73,76,48,1,24,249.0,220.0,304,11,14,11,0,0,0,10
4664092,8,11,1,1300,1253,1422,1422,12.0,137.0,3522.0,82,89,64,0,7,210.0,199.0,334,6,12,0,0,0,0,0
5686920,10,12,7,1011,947,1131,1050,7.0,5136.0,5279.0,80,63,34,1,24,18.0,50.0,191,3,43,2,0,39,0,0
3132801,6,11,3,905,845,1110,1046,19.0,7190.0,2472.0,125,121,88,1,20,135.0,149.0,631,8,29,24,0,0,0,0
408689,1,19,6,1311,1305,1420,1410,11.0,4233.0,3383.0,69,65,38,0,6,59.0,210.0,196,20,11,0,0,0,0,0
3002188,6,4,3,844,820,1047,1000,17.0,1592.0,3546.0,123,100,113,1,24,264.0,216.0,569,2,8,7,0,23,0,17
1008296,2,11,1,1206,1200,1314,1308,12.0,281.0,4052.0,128,128,102,0,6,87.0,181.0,610,9,17,0,0,0,0,0
1173493,2,13,3,1835,1745,2034,2010,6.0,1018.0,5184.0,119,145,93,1,50,162.0,73.0,585,5,21,0,0,0,0,24
7374,1,5,6,1726,1715,2016,2025,17.0,2784.0,1004.0,110,130,87,0,11,179.0,219.0,668,14,9,0,0,0,0,0
2431691,5,16,5,1034,1005,1303,1250,17.0,1568.0,2383.0,89,105,77,1,29,35.0,48.0,588,3,9,0,0,0,0,0
226578,1,6,7,1721,1520,2035,1846,15.0,316.0,2836.0,134,146,116,1,121,259.0,80.0,967,7,11,0,0,0,0,109
2356973,4,29,2,1907,1900,2040,2036,5.0,45.0,3991.0,213,216,183,0,7,136.0,157.0,1379,7,23,0,0,0,0,0
3260336,6,5,4,1637,1607,34,2359,16.0,175.0,2986.0,297,292,255,1,30,155.0,104.0,2174,7,35,16,0,5,0,14
4949825,9,15,1,1148,605,1314,729,18.0,2443.0,435.0,86,84,65,1,343,165.0,136.0,374,7,14,0,343,2,0,0
6966429,12,23,2,1535,1425,1816,1724,4.0,1146.0,894.0,161,179,149,1,70,177.0,233.0,1214,3,9,7,0,0,0,45
3743208,7,8,2,945,939,1205,1136,19.0,2607.0,4800.0,140,117,87,1,6,63.0,280.0,603,7,46,0,0,29,0,0
2258307,4,3,4,1624,1610,1811,1752,0.0,5869.0,75.0,107,102,80,1,14,294.0,87.0,443,9,18,0,0,5,0,14
1127675,2,19,2,911,855,1200,1158,4.0,195.0,3014.0,349,363,315,0,16,150.0,155.0,2248,7,27,0,0,0,0,0
4237895,8,4,1,1619,1600,1818,1815,17.0,335.0,3903.0,119,135,109,0,19,177.0,64.0,802,3,7,0,0,0,0,0
780276,2,10,7,2130,2045,2321,2242,14.0,6613.0,3952.0,111,117,90,1,45,80.0,288.0,639,8,13,0,0,0,0,39
6141388,11,20,4,1251,1031,1815,1558,15.0,476.0,2144.0,204,207,176,1,140,259.0,81.0,1464,10,18,136,0,0,0,1
2383801,4,13,7,1944,1915,2337,2233,6.0,768.0,3355.0,233,198,165,1,29,150.0,104.0,1069,6,62,29,0,35,0,0
3176436,6,8,7,2231,2125,2329,2235,14.0,3979.0,4325.0,118,130,98,1,66,18.0,187.0,669,5,15,0,0,54,0,0
3554396,6,27,5,2125,2110,706,700,5.0,778.0,3868.0,401,410,385,0,15,16.0,136.0,3266,5,11,0,0,0,0,0
3713681,7,10,4,1655,1645,1832,1809,18.0,2204.0,265.0,97,84,74,1,10,61.0,121.0,450,5,18,10,0,13,0,0
2987067,5,11,7,1854,1745,2139,2034,6.0,1128.0,4796.0,105,109,79,1,69,157.0,266.0,590,4,22,65,0,0,0,0
1121824,2,8,5,1939,1910,2201,2150,4.0,576.0,3174.0,142,160,129,1,29,177.0,279.0,989,5,8,0,0,0,0,0
3798214,7,12,6,1244,1157,1328,1249,14.0,6439.0,1842.0,44,52,29,1,47,210.0,19.0,160,4,11,39,0,0,0,0
2104779,4,29,2,1328,1245,1548,1513,6.0,1666.0,3955.0,140,148,126,1,43,24.0,18.0,859,5,9,2,0,0,0,33
590169,1,2,3,1816,1721,2012,1943,6.0,1714.0,5171.0,116,142,97,1,55,245.0,18.0,749,9,10,0,0,29,0,0
2669234,5,20,2,2121,2000,2258,2156,16.0,1619.0,3913.0,97,116,73,1,81,63.0,162.0,544,9,15,0,0,62,0,0
6658648,12,16,2,1137,1111,1400,1327,14.0,6739.0,5012.0,83,76,54,1,26,210.0,256.0,286,8,21,0,0,7,0,26
1269978,3,31,1,1559,1550,2125,2135,17.0,3931.0,773.0,206,225,183,0,9,204.0,130.0,1642,7,16,0,0,0,0,0
6974960,12,27,6,1841,1835,2046,2054,5.0,1884.0,3768.0,245,259,220,0,6,136.0,268.0,1609,4,21,0,0,0,0,0
1857038,4,23,3,1956,1950,2047,2035,17.0,2546.0,3075.0,111,105,95,1,6,76.0,91.0,562,3,13,0,0,0,0,0
1881117,4,30,3,1534,1455,2305,2245,17.0,1304.0,4140.0,271,290,258,1,39,155.0,143.0,2283,4,9,20,0,0,0,0
3889924,7,15,2,1700,1640,1905,1906,16.0,702.0,669.0,305,326,274,0,20,63.0,258.0,2296,4,27,0,0,0,0,0
4162531,7,29,2,2143,2130,2345,2325,3.0,311.0,4075.0,122,115,107,1,13,259.0,257.0,679,4,11,0,0,7,0,13
318189,1,28,1,1424,1245,1727,1541,6.0,413.0,3734.0,363,356,337,1,99,150.0,155.0,2248,10,16,52,0,7,0,47
3813776,7,22,2,2144,1950,2354,2204,14.0,2811.0,2261.0,70,74,48,1,114,187.0,64.0,331,4,18,0,0,0,0,110
3013885,6,8,7,1215,1155,1325,1310,17.0,326.0,3001.0,70,75,61,1,20,157.0,268.0,373,4,5,0,0,0,0,15
1365625,3,12,3,1135,1125,1315,1311,14.0,6643.0,3740.0,160,166,146,0,10,80.0,93.0,997,2,12,0,0,0,0,0
1004819,2,25,1,2339,2229,36,2326,12.0,143.0,3478.0,57,57,39,1,70,199.0,107.0,197,9,9,70,0,0,0,0
4132861,7,24,4,1956,1940,2133,2125,1.0,1621.0,1072.0,97,105,83,0,16,81.0,35.0,631,4,10,0,0,0,0,0
1277507,3,28,5,1937,1840,2114,2030,18.0,617.0,464.0,97,110,82,1,57,200.0,249.0,495,6,9,5,0,0,0,39
2435990,5,17,6,1922,1855,2044,2025,17.0,140.0,4129.0,82,90,62,1,27,155.0,204.0,407,6,14,19,0,0,0,0
3551787,6,26,4,1222,1215,1421,1424,4.0,741.0,3412.0,119,129,101,0,7,177.0,135.0,758,5,13,0,0,0,0,0
3015138,6,8,7,822,755,955,925,17.0,953.0,3001.0,93,90,75,1,27,249.0,268.0,480,2,16,27,0,3,0,0
6422497,11,23,7,1323,1315,1631,1634,4.0,353.0,2456.0,368,379,340,0,8,150.0,47.0,2465,2,26,0,0,0,0,0
2829122,5,31,6,1927,1915,2206,2207,12.0,873.0,683.0,99,112,78,0,12,199.0,256.0,603,7,14,0,0,0,0,0
3267041,6,10,2,752,730,909,853,16.0,1798.0,2556.0,77,83,43,1,22,219.0,224.0,267,3,31,16,0,0,0,0
3978939,7,13,7,1907,1526,2012,1648,9.0,649.0,5309.0,125,142,109,1,221,18.0,249.0,874,3,13,0,0,0,0,204
6493998,12,12,5,1147,1130,1207,1145,17.0,3769.0,1740.0,140,135,122,1,17,15.0,155.0,758,7,11,3,0,5,0,14
5457021,10,25,6,1201,1140,1357,1350,17.0,900.0,963.0,176,190,163,0,21,104.0,20.0,1105,5,8,0,0,0,0,0
5243032,9,10,3,1122,1116,1608,1609,12.0,1222.0,1370.0,166,173,133,0,6,80.0,87.0,1123,20,13,0,0,0,0,0
50824,1,18,5,2002,1930,2114,2045,17.0,3759.0,1464.0,72,75,53,1,32,209.0,204.0,361,10,9,8,0,0,0,21
3785771,7,3,4,1348,1326,1455,1437,14.0,6623.0,5284.0,67,71,47,1,22,80.0,234.0,301,3,17,11,0,0,0,7
3359987,6,17,2,2158,2145,2327,2310,9.0,844.0,1088.0,89,85,60,1,13,18.0,177.0,403,8,21,0,0,4,0,13
4380871,8,25,1,2230,2205,2340,2319,19.0,2786.0,5272.0,70,74,45,1,25,155.0,100.0,258,9,16,0,0,21,0,0
6539582,12,26,5,1124,1050,1131,1100,17.0,757.0,1020.0,67,70,58,1,34,220.0,248.0,304,3,6,0,0,0,0,31
3319209,6,9,1,739,645,826,728,7.0,4289.0,4980.0,47,43,18,1,54,176.0,18.0,79,20,9,54,0,4,0,0
6979912,12,20,6,1339,1230,1620,1518,5.0,1080.0,343.0,161,168,146,1,69,61.0,247.0,1025,5,10,62,0,0,0,0
3339549,6,3,2,2019,2005,2344,2326,8.0,164.0,4826.0,145,141,123,1,14,264.0,80.0,948,7,15,0,0,6,0,12
4579333,8,26,2,840,715,1003,841,7.0,4899.0,3195.0,83,86,71,1,85,286.0,18.0,227,8,4,0,0,82,0,0
2173668,4,9,3,1253,1235,1447,1400,11.0,3433.0,3625.0,174,145,140,1,18,73.0,81.0,812,15,19,6,0,29,0,12
1064941,2,28,4,1555,1410,1904,1735,1.0,649.0,2963.0,189,205,157,1,105,37.0,186.0,1258,5,27,22,0,0,0,67
1343966,3,28,5,1845,1839,2022,2015,13.0,5391.0,2537.0,97,96,64,0,6,63.0,73.0,335,4,29,0,0,0,0,0
1092111,2,25,1,1923,1725,2245,2050,1.0,1851.0,2165.0,142,145,116,1,118,81.0,177.0,984,9,17,90,0,0,0,25
4075886,7,25,5,1730,1445,1801,1535,0.0,2034.0,140.0,91,110,82,1,165,18.0,298.0,589,3,6,0,0,146,0,0
5192364,9,15,1,1412,1340,1546,1500,11.0,3448.0,3239.0,94,80,65,1,32,81.0,168.0,394,2,27,0,21,14,0,11
3626391,7,9,3,2133,1845,2259,2030,17.0,1416.0,3039.0,86,105,45,1,168,219.0,224.0,267,6,35,8,0,0,0,141
4218591,7,9,3,1417,1410,1541,1535,6.0,28.0,4885.0,84,85,43,0,7,37.0,150.0,187,13,28,0,0,0,0,0
1438534,3,1,6,1505,1457,1658,1642,16.0,88.0,4447.0,173,165,155,1,8,220.0,216.0,1009,3,15,8,0,8,0,0
813396,2,26,2,2357,2347,649,645,15.0,76.0,2872.0,292,298,276,0,10,129.0,258.0,2398,3,13,0,0,0,0,0
92059,1,31,4,2101,2000,2233,2115,17.0,1045.0,3039.0,92,75,78,1,61,157.0,204.0,337,4,10,12,0,17,0,49
3636974,7,12,6,1929,1900,2101,2040,17.0,998.0,1057.0,92,100,83,1,29,264.0,216.0,569,3,6,4,0,0,0,17
2494550,5,5,1,1855,1745,2018,1902,18.0,2814.0,356.0,83,77,55,1,70,148.0,136.0,351,14,14,0,0,6,0,70
1772004,3,3,1,1143,1120,1317,1305,6.0,456.0,5159.0,94,105,80,1,23,18.0,79.0,547,4,10,0,0,0,0,0
6690108,12,30,2,2013,2007,2139,2148,15.0,1498.0,2107.0,86,101,68,0,6,155.0,258.0,414,7,11,0,0,0,0,0
4318635,8,28,4,1947,1915,2110,2040,17.0,1216.0,2985.0,83,85,71,1,32,179.0,175.0,405,6,6,0,0,0,0,30
3450049,6,5,4,2102,1920,2221,2008,12.0,1712.0,4974.0,79,48,26,1,102,199.0,169.0,120,2,51,55,0,31,0,47
4576466,8,7,4,1817,1707,2050,1942,7.0,4801.0,3567.0,93,95,68,1,70,191.0,18.0,448,16,9,0,0,68,0,0
3978380,7,12,6,1525,1500,1811,1744,9.0,662.0,5268.0,166,164,146,1,25,131.0,215.0,1057,6,14,0,0,2,0,25
3427216,6,10,2,909,903,928,918,12.0,369.0,3957.0,79,75,50,0,6,87.0,210.0,235,7,22,0,0,0,0,0
2044675,4,2,3,1242,600,1347,719,16.0,1512.0,3818.0,65,79,52,1,402,46.0,79.0,296,5,8,388,0,0,0,0
4453199,8,31,7,1808,1757,1906,1855,14.0,3874.0,2097.0,58,58,41,1,11,114.0,266.0,217,6,11,0,0,0,0,0
3914989,7,1,2,1942,1935,2141,2155,17.0,2964.0,1431.0,119,140,106,0,7,285.0,48.0,842,3,10,0,0,0,0,0
5229962,9,12,5,1606,1554,2134,2125,12.0,352.0,2467.0,208,211,174,0,12,259.0,199.0,1589,24,10,0,0,0,0,0
3311102,6,28,6,1415,1400,1945,1949,6.0,1491.0,3453.0,210,229,192,0,15,49.0,18.0,1641,7,11,0,0,0,0,0
1745705,3,20,4,1959,1854,2323,2226,5.0,248.0,278.0,144,152,126,1,65,136.0,237.0,1043,5,13,12,0,0,0,45
6506231,12,16,2,1211,1120,1722,1635,17.0,3427.0,827.0,191,195,175,1,51,2.0,284.0,1497,4,12,7,0,0,0,40
512711,1,21,1,950,830,1051,945,1.0,1605.0,2692.0,61,75,40,1,80,275.0,210.0,258,9,12,0,0,58,0,8
1543912,3,15,6,33,2259,201,32,9.0,855.0,1322.0,148,153,131,1,94,18.0,199.0,906,4,13,89,0,0,0,0
2081111,4,30,3,806,715,1539,1500,16.0,252.0,3329.0,273,285,234,1,51,220.0,219.0,2075,5,34,39,0,0,0,0
6089290,11,23,7,1525,1510,1640,1630,14.0,2669.0,5322.0,75,80,54,0,15,207.0,187.0,426,3,18,0,0,0,0,0
1601241,3,19,3,1140,1100,1308,1215,11.0,4798.0,3668.0,88,75,51,1,40,162.0,37.0,185,4,33,24,0,13,0,16
4826070,8,2,6,2307,2200,635,539,6.0,1056.0,320.0,268,279,244,1,67,258.0,18.0,2182,6,18,0,0,0,0,56
3062605,6,22,7,1926,1905,2032,2015,17.0,2561.0,1952.0,66,70,57,1,21,271.0,263.0,342,2,7,0,0,4,0,13
1045302,2,8,5,1626,1620,1749,1750,0.0,5713.0,123.0,83,90,66,0,6,227.0,181.0,355,4,13,0,0,0,0,0
1667357,3,7,5,949,940,1400,1335,1.0,457.0,3071.0,191,175,171,1,9,210.0,186.0,1197,4,16,9,0,16,0,0
4834005,8,8,5,1752,1716,1923,1858,6.0,1432.0,3649.0,91,102,73,1,36,241.0,18.0,481,7,11,17,0,0,0,8
5109487,9,1,1,1207,1200,1313,1310,17.0,812.0,855.0,66,70,55,0,7,157.0,204.0,337,5,6,0,0,0,0,0
2984267,5,8,4,1116,1029,1356,1334,6.0,1882.0,4935.0,160,185,138,1,47,162.0,177.0,950,5,17,2,0,0,0,20
4129163,7,26,6,1419,1305,1753,1605,1.0,1475.0,187.0,214,180,173,1,74,266.0,177.0,1189,13,28,74,0,34,0,0
1836901,4,17,4,2302,2145,2,2255,17.0,498.0,982.0,60,70,50,1,77,48.0,232.0,328,3,7,0,0,0,0,67
1533114,3,31,1,955,930,1237,1222,8.0,128.0,4961.0,102,112,85,1,25,80.0,81.0,641,8,9,0,0,9,0,6
1568169,3,23,7,2009,1910,2125,2040,11.0,3346.0,5060.0,76,90,67,1,59,175.0,76.0,461,3,6,0,0,0,0,45
3111356,6,10,2,1640,1525,1917,1804,18.0,2464.0,341.0,157,159,131,1,75,136.0,187.0,984,5,21,73,0,0,0,0
3770979,7,19,6,1300,1215,1437,1350,13.0,5273.0,4234.0,97,95,51,1,45,150.0,79.0,213,8,38,45,0,2,0,0
913913,2,1,5,2157,2126,2346,2317,7.0,4298.0,4553.0,109,111,79,1,31,18.0,61.0,554,7,23,29,0,0,0,0
681059,2,25,1,1352,1345,1631,1635,17.0,3581.0,964.0,279,290,261,0,7,285.0,220.0,1788,5,13,0,0,0,0,0
617293,2,6,3,1729,1455,1820,1550,17.0,520.0,3276.0,51,55,39,1,154,130.0,249.0,192,3,9,0,0,0,0,150
1308575,3,1,6,1740,1720,1851,1837,19.0,2825.0,5020.0,71,77,52,1,20,249.0,155.0,258,5,14,0,0,0,0,0
299636,1,2,3,2140,2100,2304,2225,17.0,3857.0,1371.0,84,85,65,1,40,155.0,268.0,397,4,15,31,0,0,0,8
2651175,5,5,1,1405,1127,2145,1930,16.0,1495.0,722.0,280,303,265,1,158,249.0,219.0,2369,3,12,0,0,0,0,135
1730053,3,10,1,1154,1145,1552,1604,4.0,699.0,3282.0,238,259,217,0,9,266.0,150.0,1597,5,16,0,0,0,0,0
6851767,12,27,6,1345,1212,1602,1347,12.0,147.0,4122.0,137,95,71,1,93,210.0,199.0,334,6,60,93,0,42,0,0
4085502,7,3,4,1042,800,1233,959,0.0,4787.0,63.0,111,119,84,1,162,140.0,219.0,587,16,11,154,0,0,0,0
3808225,7,18,5,1323,1316,1438,1431,14.0,5978.0,3795.0,75,75,61,0,7,2.0,80.0,349,7,7,0,0,0,0,0
1727823,3,7,5,2136,2000,2356,2238,4.0,489.0,3419.0,260,278,243,1,96,37.0,80.0,1754,4,13,8,0,0,0,70
4157617,7,18,5,1701,1630,2125,2058,3.0,96.0,1156.0,204,208,177,1,31,16.0,257.0,1449,10,17,7,0,0,0,20
